pr2,pr3,State,FIPSCode
1.0116731517509727,0.011538461538461539,CT,901142390
1.016597510373444,0.0163265306122449,CT,901142600
1,0,CT,901143230
1.0301204819277108,0.029239766081871343,CT,901144210
1.036144578313253,0.03488372093023256,CT,901148900
1.0129390018484288,0.012773722627737226,CT,901152350
1,0,CT,901155500
1,0,CT,901156270
1.0125,0.012345679012345678,CT,901157040
1,0,CT,901162150
1.0058823529411764,0.005847953216374269,CT,901166210
1.028169014084507,0.0273972602739726,CT,901171670
1.0049115913555993,0.004887585532746823,CT,901173770
1,0,CT,901178600
1.0119617224880382,0.01182033096926714,CT,901180280
1.021978021978022,0.021505376344086023,CT,901301080
1.026143790849673,0.025477707006369428,CT,901306260
1,0,CT,901316400
1,0,CT,901317800
1.0226757369614512,0.022172949002217297,CT,901325360
1.0064516129032257,0.00641025641025641,CT,901337910
1.0181268882175227,0.017804154302670624,CT,901344910
1.029612756264237,0.028761061946902654,CT,901369220
1.0154639175257731,0.015228426395939087,CT,901372090
1.0131826741996233,0.013011152416356878,CT,901376290
1.05,0.047619047619047616,CT,901377830
1.0159786950732357,0.015727391874180863,CT,901378250
1,0,CT,901385950
1.0229007633587786,0.022388059701492536,CT,901501430
1.0476190476190477,0.045454545454545456,CT,901509190
1.0148148148148148,0.014598540145985401,CT,901512130
1.03125,0.030303030303030304,CT,901513810
1,0,CT,901521860
1,0,CT,901536000
1.0176767676767677,0.017369727047146403,CT,901540500
1,0,CT,901559980
1.0116279069767442,0.011494252873563218,CT,901561030
1.022857142857143,0.0223463687150838,CT,901562710
1,0,CT,901567400
1.0363636363636364,0.03508771929824561,CT,901573420
1.055793991416309,0.052845528455284556,CT,901575870
1,0,CT,901586790
1.0157894736842106,0.015544041450777202,CT,901588190
0.7782511000842618,0.0019849624060150374,DC,1100100000
0.875234521575985,0.015005359056806002,DE,1000100000
0.8766218164344065,0.021241606139509386,DE,1000300000
0.8891733723482077,0.006787330316742082,DE,1000500000
0.7989360172537743,0.013821401576503618,FL,1200100000
0.8834383438343835,5.094243504839531e-4,FL,1200300000
0.8025329665117161,0.008747561912642591,FL,1200500000
0.8457746478873239,0.005412156536219817,FL,1200700000
0.7647473297988434,0.004213530489106619,FL,1200900000
0.7113810664963172,0.01417429872694258,FL,1201100000
0.9017699115044248,0.019627085377821395,FL,1201300000
0.8527862557841882,0.004069616417005801,FL,1201500000
0.8424138522201269,0.0036631527534698198,FL,1201700000
0.7975253585169639,0.0020832191217586755,FL,1201900000
0.8100264998479517,0.007168651006471451,FL,1202100000
0.8607250755287009,0.008424008424008424,FL,1202300000
0.8220882020354315,4.585052728106373e-4,FL,1202700000
0.8846331333640979,0.006781429316640584,FL,1202900000
0.7204819277108434,0.01164899948982484,FL,1203100000
0.8288343558282208,0.006780162842339008,FL,1203300000
0.8206325488731167,0.006448676124724983,FL,1203500000
0.6524978089395267,0.0020147750167897917,FL,1203700000
0.79234360410831,0.006127739806740514,FL,1203900000
0.893152015541525,0.0038064165307232192,FL,1204100000
0.8701570680628272,0,FL,1204300000
0.8424864212432106,0.011461318051575931,FL,1204500000
0.8496815286624204,7.496251874062968e-4,FL,1204700000
0.7659963436928702,0.0059665871121718375,FL,1204900000
0.8161797752808989,0.003854625550660793,FL,1205100000
0.8291424259389986,0.0027009570782690387,FL,1205300000
0.838722005656195,0.0037364439989064067,FL,1205500000
0.7711019820535415,0.005842588121680347,FL,1205700000
0.8541577825159915,0.008487269096355467,FL,1205900000
0.797658392518107,0.005730153832591352,FL,1206100000
0.8526870389884088,0.002471576866040534,FL,1206300000
0.8390879478827361,0.008540372670807454,FL,1206500000
0.8775811209439528,0.0067226890756302525,FL,1206700000
0.7948073284875037,0.006827648845876789,FL,1206900000
0.8350417595545647,0.005735380527808293,FL,1207100000
0.80203301661447,0.003904828088288825,FL,1207300000
0.8399087055754809,0.00640527950310559,FL,1207500000
0.855917667238422,0.008016032064128256,FL,1207700000
0.8302532511978097,0.020610057708161583,FL,1207900000
0.8323263209393347,0.004790524753493703,FL,1208100000
0.8352004651058786,0.0022221627265668923,FL,1208300000
0.8039826932896187,9.024969081124444e-4,FL,1208500000
0.7421037422688673,0.01843229004761048,FL,1208600000
0.7866976474005228,0.006571660636491177,FL,1208700000
0.7741755170486305,0.005673027333677153,FL,1208900000
0.8145139205842081,0.0071724756247898685,FL,1209100000
0.8450986952157913,0.009897070467141725,FL,1209300000
0.7089894998306424,0.012211124417152903,FL,1209500000
0.7472360972360972,0.006974308696717842,FL,1209700000
0.8014177752794953,0.011378248840743482,FL,1209900000
0.8117635672981539,0.005171231855980448,FL,1210100000
0.8071924800636935,0.0019209812515411599,FL,1210300000
0.8133446033005886,0.004524428109752234,FL,1210500000
0.8182860053482746,0.007469654528478058,FL,1210700000
0.8059432967305664,0.0016549919174813333,FL,1210900000
0.8049379293959253,0.0070839995080555895,FL,1211100000
0.8152623557587634,0.009814394445186274,FL,1211300000
0.8903065724331761,0.0022058143681728723,FL,1211500000
0.7793732525334311,0.007824167261866112,FL,1211700000
0.8636644864769313,0.003070152995957632,FL,1211900000
0.8497532082922014,0.006737918215613383,FL,1212100000
0.8834519572953736,0.017623363544813697,FL,1212300000
0.8706597222222222,0.007976071784646061,FL,1212500000
0.7853281361188703,0.008425636656252958,FL,1212700000
0.8575799721835883,0.003243593902043464,FL,1212900000
0.84101411265143,0.008761508761508762,FL,1213100000
0.8156697009102731,0.007174172977281785,FL,1213300000
0.8956661316211878,0.05017921146953405,GA,1300100000
0.9791666666666666,0.06382978723404255,GA,1300300000
0.8611111111111112,0.12903225806451613,GA,1300500000
0.8555555555555555,0.025974025974025976,GA,1300700000
0.8596008258774949,0.13851080864691753,GA,1300900000
0.9563492063492064,0.03734439834024896,GA,1301100000
0.9184131736526946,0.05460472697636512,GA,1301300000
0.9931818181818182,0.16018306636155608,GA,1301500000
0.88,0.01652892561983471,GA,1301700000
0.8987951807228916,0.029490616621983913,GA,1301900000
0.8833371533348613,0.04903995848469123,GA,1302100000
0.9107142857142857,0.043137254901960784,GA,1302300000
0.9304029304029304,0.031496062992125984,GA,1302500000
0.8617283950617284,0.09312320916905444,GA,1302700000
0.8925318761384335,0.12653061224489795,GA,1302900000
0.8998344370860927,0.05611775528978841,GA,1303100000
0.8977055449330784,0.01810436634717785,GA,1303300000
0.928125,0.08754208754208755,GA,1303500000
0.8540540540540541,0.06329113924050633,GA,1303700000
0.9043624161073825,0.0575139146567718,GA,1303900000
0.9,0.06944444444444445,GA,1304300000
0.9032258064516129,0.03708791208791209,GA,1304500000
0.948509485094851,0.06,GA,1304700000
0.9227642276422764,0.06167400881057269,GA,1304900000
0.8694932096720769,0.08952380952380952,GA,1305100000
0.7575757575757576,0.04,GA,1305300000
0.9219330855018587,0.06854838709677419,GA,1305500000
0.9335781041388518,0.06185198426885949,GA,1305700000
0.9277150916784203,0.04484986697073356,GA,1305900000
0.8881578947368421,0.24444444444444444,GA,1306100000
0.8346539883782356,0.0879746835443038,GA,1306300000
0.8686131386861314,0.2773109243697479,GA,1306500000
0.9250028236888671,0.06194798323090073,GA,1306700000
0.839041095890411,0.07551020408163266,GA,1306900000
0.89883268482490275,0.045454545454545456,GA,1307100000
0.9178700361010831,0.05211406096361849,GA,1307300000
0.9139344262295082,0,GA,1307500000
0.935179358086847,0.0477792732166891,GA,1307700000
0.9632352941176471,0.03435114503816794,GA,1307900000
0.9081632653061225,0.056179775280898875,GA,1308100000
0.907103825136612,0.024096385542168676,GA,1308300000
0.9381443298969072,0.031135531135531136,GA,1308500000
0.929159802306425,0.08865248226950355,GA,1308700000
0.8987806254939595,0.053891087243263615,GA,1308900000
0.8979057591623036,0.011661807580174927,GA,1309100000
0.5054945054945055,0.043478260869565216,GA,1309300000
0.8913265306122449,0.10589582140812821,GA,1309500000
0.9120961682945155,0.04242174629324547,GA,1309700000
0.9180327868852459,0.10714285714285714,GA,1309900000
0.9545454545454546,0.023809523809523808,GA,1310100000
0.904891304347826,0.06456456456456457,GA,1310300000
0.9339622641509434,0.03232323232323232,GA,1310500000
0.9012048192771084,0.09893048128342247,GA,1310700000
0.9458128078817734,0.026041666666666668,GA,1310900000
0.9209157127991675,0.0519774011299435,GA,1311100000
0.9127640036730946,0.07511737089201878,GA,1311300000
0.8964830789648308,0.02146558105107328,GA,1311500000
0.9415164123901988,0.06064326049594893,GA,1311700000
0.9177489177489178,0.030660377358490566,GA,1311900000
0.8276561543172076,0.042820809248554914,GA,1312100000
0.9537166900420757,0.039705882352941174,GA,1312300000
0.8690476190476191,0.0273972602739726,GA,1312500000
0.8722466960352423,0.15656565656565657,GA,1312700000
0.9151234567901234,0.025295109612141653,GA,1312900000
0.9942363112391931,0.15072463768115943,GA,1313100000
0.910757946210269,0.1261744966442953,GA,1313300000
0.8929552503322995,0.10216334226456286,GA,1313500000
0.9504373177842566,0.026584867075664622,GA,1313700000
0.9480783914482056,0.043221476510067115,GA,1313900000
0.8365758754863813,0.13953488372093023,GA,1314100000
0.9442148760330579,0.006564551422319475,GA,1314300000
0.9277929155313351,0.032305433186490456,GA,1314500000
0.9495327102803738,0.04133858267716536,GA,1314700000
0.9102564102564102,0.04225352112676056,GA,1314900000
0.8957854406130268,0.042486455660108356,GA,1315100000
0.9326923076923077,0.05471847739888977,GA,1315300000
0.9104477611940298,0.02459016393442623,GA,1315500000
